asset_type,asset_name,source_bundle,output_path,path_id,width,height
Texture2D,Auido_Cassette_02,itemsgroup_assets_lootaudio_cassette_f93581e82b8ed937eda0046a8763308b.bundle,exported_icons\Texture2D\Auido_Cassette_02.png,2257470288727398690,256,256
Texture2D,Auido_Cassette_03,itemsgroup_assets_lootaudio_cassette_f93581e82b8ed937eda0046a8763308b.bundle,exported_icons\Texture2D\Auido_Cassette_03.png,2821779271370480797,256,256
Texture2D,Auido_Cassette,itemsgroup_assets_lootaudio_cassette_f93581e82b8ed937eda0046a8763308b.bundle,exported_icons\Texture2D\Auido_Cassette.png,6101736575268170280,256,256
Texture2D,Ball_01_M,itemsgroup_assets_lootball_01_m_325a014aef6bd815dfbc0a279cdbf881.bundle,exported_icons\Texture2D\Ball_01_M.png,-3938068404517604094,256,256
Texture2D,Balloon,itemsgroup_assets_lootballoon_7a673fecc323cf379aa4f714a510c1df.bundle,exported_icons\Texture2D\Balloon.png,8243279443986519905,512,512
Texture2D,Batteries_AA_01_S_AlphaGloss,itemsgroup_assets_lootbatteries_aa_01_s_f409beefd1497bcfe733514f3577aaed.bundle,exported_icons\Texture2D\Batteries_AA_01_S_AlphaGloss.png,-1956175668359899762,256,256
Texture2D,Battery_C,itemsgroup_assets_lootbattery_c_db19e60dfd0a5540891f264ec42fa9fe.bundle,exported_icons\Texture2D\Battery_C.png,7723030715596240813,128,128
Texture2D,Bear_Tede_Pink,itemsgroup_assets_lootbear_tede_cb11e0b6ea29fcb6daa97d9fd0bca49c.bundle,exported_icons\Texture2D\Bear_Tede_Pink.png,-6678714316855221458,512,512
Texture2D,Bear_Tede,itemsgroup_assets_lootbear_tede_cb11e0b6ea29fcb6daa97d9fd0bca49c.bundle,exported_icons\Texture2D\Bear_Tede.png,6510818538588157737,512,512
Texture2D,Bending_Pliers,itemsgroup_assets_lootbending_pliers_5e85c30479bbeec42ed526cad8cbe917.bundle,exported_icons\Texture2D\Bending_Pliers.png,-8412063902873354483,256,256
Texture2D,BionicProstheticHand,itemsgroup_assets_lootbionicprosthetichand_31164451efb34fd573f7bc9bb8688b81.bundle,exported_icons\Texture2D\BionicProstheticHand.png,404031022880321496,256,256
Texture2D,BoardGame_01_L,itemsgroup_assets_lootboardgame_01_l_105852ca80521afa5fd8889dcc548dd2.bundle,exported_icons\Texture2D\BoardGame_01_L.png,4500815856077625508,512,512
Texture2D,Bolts,itemsgroup_assets_lootbolts_f656c72bd612326884a4fde68b4e130d.bundle,exported_icons\Texture2D\Bolts.png,4816808367328073520,256,256
Texture2D,Book_01_B,itemsgroup_assets_lootbook_01_b_7215628452b58a9980edecb55cd9a363.bundle,exported_icons\Texture2D\Book_01_B.png,4918838601238555139,256,256
Texture2D,Bottle_02_M_Plastic_WithHandle_01,itemsgroup_assets_lootbottle_02_m_plastic_withhandle_01_8f221c5f2b8c805b7123a8c0a428a591.bundle,exported_icons\Texture2D\Bottle_02_M_Plastic_WithHandle_01.png,-3628737088018613182,256,256
Texture2D,BottleGlass_05L,itemsgroup_assets_lootbottleglass_05l_4da8ec270bacb089bb3467a12a9a0b5d.bundle,exported_icons\Texture2D\BottleGlass_05L.png,-1392487814884733599,256,256
Texture2D,BottleGlass_Empty_02,itemsgroup_assets_lootbottleglass_05l_4da8ec270bacb089bb3467a12a9a0b5d.bundle,exported_icons\Texture2D\BottleGlass_Empty_02.png,2741787156889767340,512,512
Texture2D,BottleSport,itemsgroup_assets_lootbottlesport_86e611b4d88a85eac7b4555d6fd62611.bundle,exported_icons\Texture2D\BottleSport.png,365271293771300669,256,256
Texture2D,BrakeDisc,itemsgroup_assets_lootbrakedisc_b0635cbd6d68c5ba7303cfa52fb35ca0.bundle,exported_icons\Texture2D\BrakeDisc.png,-4779076498084068877,256,256
Texture2D,Brochure_01_Old_01,itemsgroup_assets_lootbrochure_01_89e82c8c06d8f62486f5d711efec3eb5.bundle,exported_icons\Texture2D\Brochure_01_Old_01.png,-3336572576432528036,128,128
Texture2D,Brochure_01_Default_01,itemsgroup_assets_lootbrochure_01_89e82c8c06d8f62486f5d711efec3eb5.bundle,exported_icons\Texture2D\Brochure_01_Default_01.png,446365593918257619,128,128
Texture2D,Brochure_01_Red_01,itemsgroup_assets_lootbrochure_01_89e82c8c06d8f62486f5d711efec3eb5.bundle,exported_icons\Texture2D\Brochure_01_Red_01.png,574978642833344740,128,128
Texture2D,Brochure_01_Blue_01,itemsgroup_assets_lootbrochure_01_89e82c8c06d8f62486f5d711efec3eb5.bundle,exported_icons\Texture2D\Brochure_01_Blue_01.png,3683612340182675719,128,128
Texture2D,Brochure_01_Purple_01,itemsgroup_assets_lootbrochure_01_89e82c8c06d8f62486f5d711efec3eb5.bundle,exported_icons\Texture2D\Brochure_01_Purple_01.png,4265786228086825281,128,128
Texture2D,Brochure_01_Torn_01,itemsgroup_assets_lootbrochure_01_89e82c8c06d8f62486f5d711efec3eb5.bundle,exported_icons\Texture2D\Brochure_01_Torn_01.png,6025096822132904507,128,128
Texture2D,BulletSpeedMeter,itemsgroup_assets_lootbulletspeedmeter_1fb775348d439c102ab7df1f14b91e2d.bundle,exported_icons\Texture2D\BulletSpeedMeter.png,-1043301058350511980,256,256
Texture2D,Cucumbers,itemsgroup_assets_lootcan_7e700fdb5180740863392bbffe67fd71.bundle,exported_icons\Texture2D\Cucumbers.png,-7007663995642535852,512,512
Texture2D,Can,itemsgroup_assets_lootcan_7e700fdb5180740863392bbffe67fd71.bundle,exported_icons\Texture2D\Can.png,1425084885780318757,512,512
Texture2D,Can_S_01,itemsgroup_assets_lootcan_s_0b9f3866538ad9cf40d16f91ef97579b.bundle,exported_icons\Texture2D\Can_S_01.png,6235266012546825362,256,256
Texture2D,Canister,itemsgroup_assets_lootcanister_e4fb5b1312c96ef230cc158ff94e63ea.bundle,exported_icons\Texture2D\Canister.png,-8340951822368659390,512,512
Texture2D,CarAwning,itemsgroup_assets_lootcarawning_ad7e40e87ebcf71b80629a68f7099df5.bundle,exported_icons\Texture2D\CarAwning.png,-6552685227651081720,512,512
Texture2D,CarBattery,itemsgroup_assets_lootcarbattery_93742f9ffd16d56e6a5181459a81cec3.bundle,exported_icons\Texture2D\CarBattery.png,5839994018056943152,512,512
Texture2D,CarSpareParts,itemsgroup_assets_lootcarspareparts_d9c5ecc94c8ee1e1769b9f21fff81b02.bundle,exported_icons\Texture2D\CarSpareParts.png,-1883135058323750926,256,256
Texture2D,CassettePlayer,itemsgroup_assets_lootcassetteplayer_effc593ec3dfb19132e3929b11471308.bundle,exported_icons\Texture2D\CassettePlayer.png,-6137592512372713929,256,256
Texture2D,Chromatograph,itemsgroup_assets_lootchromatograph_57f1e794f7fa2f941d5f330c161ac1ce.bundle,exported_icons\Texture2D\Chromatograph.png,-7454762537551574078,512,512
Texture2D,Cloth_Lines,itemsgroup_assets_lootclothlines_78842b0b35553b78da37411e5a2edb22.bundle,exported_icons\Texture2D\Cloth_Lines.png,-3856265920540313993,256,256
Texture2D,ClownFigure_01_S,itemsgroup_assets_lootclownfigure_01_s_98faf108f4b7e77029faad2b90295a7e.bundle,exported_icons\Texture2D\ClownFigure_01_S.png,-3505873629826001754,256,256
Texture2D,CoffeeMachine_01_M,itemsgroup_assets_lootcoffeemachine_01_m_5f25137bebe93841131d41a4be4c5d8f.bundle,exported_icons\Texture2D\CoffeeMachine_01_M.png,-3235865208113366802,256,256
Texture2D,CoilOfWires,itemsgroup_assets_lootcoilofwires_f45dd5ed3afa439b7d0935ef270da065.bundle,exported_icons\Texture2D\CoilOfWires.png,8773452783443545696,256,256
Texture2D,CoilPlastic_01,itemsgroup_assets_lootcoilplastic_3e3d78c7875a45446c7322f22429c735.bundle,exported_icons\Texture2D\CoilPlastic_01.png,-8068483367582418833,256,256
Texture2D,CoilMetal_01,itemsgroup_assets_lootcoilplastic_3e3d78c7875a45446c7322f22429c735.bundle,exported_icons\Texture2D\CoilMetal_01.png,-6818591123110626642,512,512
Texture2D,CoilPlastic_03,itemsgroup_assets_lootcoilplastic_3e3d78c7875a45446c7322f22429c735.bundle,exported_icons\Texture2D\CoilPlastic_03.png,-6485259797233554200,256,256
Texture2D,CoilPlastic_02,itemsgroup_assets_lootcoilplastic_3e3d78c7875a45446c7322f22429c735.bundle,exported_icons\Texture2D\CoilPlastic_02.png,-2142649656459226323,256,256
Texture2D,CoilMetal_04,itemsgroup_assets_lootcoilplastic_3e3d78c7875a45446c7322f22429c735.bundle,exported_icons\Texture2D\CoilMetal_04.png,-994955841345474192,512,512
Texture2D,CoilMetal_02,itemsgroup_assets_lootcoilplastic_3e3d78c7875a45446c7322f22429c735.bundle,exported_icons\Texture2D\CoilMetal_02.png,2377774564004198882,512,512
Texture2D,CoilMetal_03,itemsgroup_assets_lootcoilplastic_3e3d78c7875a45446c7322f22429c735.bundle,exported_icons\Texture2D\CoilMetal_03.png,3618355897265780397,512,512
Texture2D,CoilPlastic_04,itemsgroup_assets_lootcoilplastic_3e3d78c7875a45446c7322f22429c735.bundle,exported_icons\Texture2D\CoilPlastic_04.png,4554557826525972940,256,256
Texture2D,CoilPlastic_05,itemsgroup_assets_lootcoilplastic_3e3d78c7875a45446c7322f22429c735.bundle,exported_icons\Texture2D\CoilPlastic_05.png,7376151500641277443,256,256
Texture2D,ComputerTablet,itemsgroup_assets_lootcomputertablet_4ec40001173f68ef33c9a5cfc8caed62.bundle,exported_icons\Texture2D\ComputerTablet.png,7291257408260639292,256,256
Texture2D,StorageBox_02,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\StorageBox_02.png,-8265191045655496549,256,256
Texture2D,StorageBox_04,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\StorageBox_04.png,-7396487741167107305,256,256
Texture2D,StorageBox_03,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\StorageBox_03.png,-5979943825622909473,256,256
Texture2D,OfficeTrashCan_01_M,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\OfficeTrashCan_01_M.png,-3273010396690048080,256,256
Texture2D,StorageBox_02_Blue,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\StorageBox_02_Blue.png,-3107933489845596114,256,256
Texture2D,Droid_Default_Combined,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\Droid_Default_Combined.png,-1703314559479914440,512,512
Texture2D,ATV_01_PlayerExit,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\ATV_01_PlayerExit.png,-460508140040493680,1024,1024
Texture2D,FAK_Cabinet,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\FAK_Cabinet.png,2877391005849842423,512,512
Texture2D,Army_Box_4,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\Army_Box_4.png,3426415479718012624,256,256
Texture2D,StorageBox_01,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\StorageBox_01.png,3444442282136547207,256,256
Texture2D,StorageBox_01_Blue,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\StorageBox_01_Blue.png,3569905126493555409,256,256
Texture2D,StorageBox_04_Yolo,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\StorageBox_04_Yolo.png,5583540962709779956,256,256
Texture2D,Keybox_01,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\Keybox_01.png,5964095701255733211,256,256
Texture2D,StorageBox_02_Orange,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\StorageBox_02_Orange.png,6901060713938403337,256,256
Texture2D,Army_Box_2,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\Army_Box_2.png,8132029761498526308,256,256
Texture2D,FAKonWall,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\FAKonWall.png,8751259332807493887,256,256
Texture2D,PlayerEquipmentContainer_Box_01,itemsgroup_assets_lootcontainers_8c0cb83022884cd115f25a629e51c80d.bundle,exported_icons\Texture2D\PlayerEquipmentContainer_Box_01.png,8931332747507300451,512,512
Texture2D,CPU,itemsgroup_assets_lootcpu_cc6afad307a8a1347540a0432c0aadcb.bundle,exported_icons\Texture2D\CPU.png,-6867715403543687379,256,256
Texture2D,CPUcooler,itemsgroup_assets_lootcpucooler_d6450cf9a4bc763d1eee1572e8d25af7.bundle,exported_icons\Texture2D\CPUcooler.png,4211812233782343618,256,256
Texture2D,CraftedSignalDevice,itemsgroup_assets_lootcraftedsignaldevice_fc67838dcd57ddf5b736ebf0c55a744b.bundle,exported_icons\Texture2D\CraftedSignalDevice.png,-313594363383531620,256,256
Texture2D,CupPlastic,itemsgroup_assets_lootcupplastic_53dcbfdcb7e4f8bb30b300f346b205cd.bundle,exported_icons\Texture2D\CupPlastic.png,-8187209028010003210,256,256
Texture2D,Datameter,itemsgroup_assets_lootdatameter_48968a20f02173eb4ba24729c1cbd967.bundle,exported_icons\Texture2D\Datameter.png,-1847669714435843174,256,256
Texture2D,Disposable_mask,itemsgroup_assets_lootdisposable_mask_eab418a6bde5eb61bc740f4b71dfe123.bundle,exported_icons\Texture2D\Disposable_mask.png,-6228660156711194919,256,256
Texture2D,DisposableGloves,itemsgroup_assets_lootdisposablegloves_db578cf92b15dc749b32f0ae87135eec.bundle,exported_icons\Texture2D\DisposableGloves.png,5592153697268467681,256,256
Texture2D,DuctTape_BLACK,itemsgroup_assets_lootducttape_9ccfa316cccb938d4e9c761316de69e9.bundle,exported_icons\Texture2D\DuctTape_BLACK.png,2059906725487876290,256,256
Texture2D,DuctTape_RED,itemsgroup_assets_lootducttape_9ccfa316cccb938d4e9c761316de69e9.bundle,exported_icons\Texture2D\DuctTape_RED.png,2667322295791432565,256,256
Texture2D,DuctTape,itemsgroup_assets_lootducttape_9ccfa316cccb938d4e9c761316de69e9.bundle,exported_icons\Texture2D\DuctTape.png,7703135675271169952,256,256
Texture2D,ElectricalCable,itemsgroup_assets_lootelectricalcable_b94692fc2df297b532f0591130d1a612.bundle,exported_icons\Texture2D\ElectricalCable.png,-1491446361441357033,256,256
Texture2D,ElectricScrewdriver,itemsgroup_assets_lootelectricscrewdriver_daaf401645ec7e20337d08c3cbcdcf34.bundle,exported_icons\Texture2D\ElectricScrewdriver.png,-2491284904172986244,256,256
Texture2D,ElectricShears,itemsgroup_assets_lootelectricshears_b34a8aece959e720ff0980a42d17baa9.bundle,exported_icons\Texture2D\ElectricShears.png,-3351295652255516663,256,256
Texture2D,Emergency blanket,itemsgroup_assets_lootemergencyblanket_914f12f9cc0a51e38fafe3979f494150.bundle,exported_icons\Texture2D\Emergency blanket.png,-6950836437996932233,256,256
Texture2D,EmperorBust_01_L,itemsgroup_assets_lootemperorbust_01_l_571477c93b4ef99fb7a71e36d8ddadf4.bundle,exported_icons\Texture2D\EmperorBust_01_L.png,5625737934784066683,512,512
Texture2D,EmptyTinCan,itemsgroup_assets_lootemptytincan_b4416089eb33ec44fa4925bb64d184d2.bundle,exported_icons\Texture2D\EmptyTinCan.png,-2333603434851235,256,256
Texture2D,Endoscope,itemsgroup_assets_lootendoscope_4f087becb2de8465c9192a696550df5a.bundle,exported_icons\Texture2D\Endoscope.png,1098402725098627309,256,256
Texture2D,EngagementRing,itemsgroup_assets_lootengagementring_1d7ce1eb4fc0f7db0aa256f0bbfaf46a.bundle,exported_icons\Texture2D\EngagementRing.png,-390970982154800724,256,256
Texture2D,EpoxyGlue,itemsgroup_assets_lootepoxyglue_14bcc3bdc13fdcbd5836dc7909c5e063.bundle,exported_icons\Texture2D\EpoxyGlue.png,3196250674964143962,256,256
Texture2D,ExplosionPackage_01_S,itemsgroup_assets_lootexplosionpackage_01_s_ece076a73dd45ec8b34a0e175292fa74.bundle,exported_icons\Texture2D\ExplosionPackage_01_S.png,7485302344146483409,256,256
Texture2D,Fan,itemsgroup_assets_lootfan_ca49cbc0fca2c379aa7f947e7873bbc1.bundle,exported_icons\Texture2D\Fan.png,-7599662037113707522,512,512
Texture2D,Fertilizer,itemsgroup_assets_lootfertilizer_acf5d437a8db49f62324cc8328ed8724.bundle,exported_icons\Texture2D\Fertilizer.png,1509089893855481957,256,256
Texture2D,Fibers_Neylon,itemsgroup_assets_lootfibers_f9b63b7ca7293ac1ab192f8c4291df97.bundle,exported_icons\Texture2D\Fibers_Neylon.png,-3954759328256236581,256,256
Texture2D,Fibers_Cotton,itemsgroup_assets_lootfibers_f9b63b7ca7293ac1ab192f8c4291df97.bundle,exported_icons\Texture2D\Fibers_Cotton.png,1476897916267410667,256,256
Texture2D,Fibers_Polyester,itemsgroup_assets_lootfibers_f9b63b7ca7293ac1ab192f8c4291df97.bundle,exported_icons\Texture2D\Fibers_Polyester.png,6223709384440526881,256,256
Texture2D,Fibers_Aramid,itemsgroup_assets_lootfibers_f9b63b7ca7293ac1ab192f8c4291df97.bundle,exported_icons\Texture2D\Fibers_Aramid.png,7627678889637427334,256,256
Texture2D,FishingLine_01_S,itemsgroup_assets_lootfishingline_01_s_56ac5b261437c37daba8778932548048.bundle,exported_icons\Texture2D\FishingLine_01_S.png,5647426245747236035,256,256
Texture2D,Fitting,itemsgroup_assets_lootfitting_f2e112ed46b33d6034bee214d5fcbfbc.bundle,exported_icons\Texture2D\Fitting.png,-7157069307098281408,256,256
Texture2D,FlaskErlenmeyer,itemsgroup_assets_lootflaskerlenmeyer_a67921f8c1b5e5afd846edd4746e11ea.bundle,exported_icons\Texture2D\FlaskErlenmeyer.png,28364152026627675,256,256
Texture2D,FloppyDisk_01_S_Hardware,itemsgroup_assets_lootfloppydisk_01_s_34abcb753969259334d1119107a3b86e.bundle,exported_icons\Texture2D\FloppyDisk_01_S_Hardware.png,-6946159527080453942,256,256
Texture2D,FloppyDisk_04_S,itemsgroup_assets_lootfloppydisk_01_s_34abcb753969259334d1119107a3b86e.bundle,exported_icons\Texture2D\FloppyDisk_04_S.png,-6614245264584778234,512,512
Texture2D,FloppyDisk_01_S,itemsgroup_assets_lootfloppydisk_01_s_34abcb753969259334d1119107a3b86e.bundle,exported_icons\Texture2D\FloppyDisk_01_S.png,-1872414997725226007,512,512
Texture2D,FloppyDisk_02_S,itemsgroup_assets_lootfloppydisk_01_s_34abcb753969259334d1119107a3b86e.bundle,exported_icons\Texture2D\FloppyDisk_02_S.png,1054954221229143214,512,512
Texture2D,FloppyDisk_03_S,itemsgroup_assets_lootfloppydisk_01_s_34abcb753969259334d1119107a3b86e.bundle,exported_icons\Texture2D\FloppyDisk_03_S.png,8320230375391343846,512,512
Texture2D,FryingPan,itemsgroup_assets_lootfryingpan_4cd93df04c4afcef607472aefa95c9d4.bundle,exported_icons\Texture2D\FryingPan.png,-462694296913551445,512,512
Texture2D,GameConsole_02,itemsgroup_assets_lootgameconsole_02_9442e1ae0855c7ac0a617c6dc85288dc.bundle,exported_icons\Texture2D\GameConsole_02.png,-5704100967058644055,256,256
Texture2D,GameConsole,itemsgroup_assets_lootgameconsole_8c6b967cd577e7edfc83acca9facf918.bundle,exported_icons\Texture2D\GameConsole.png,877361370292196711,256,256
Texture2D,Gamepad,itemsgroup_assets_lootgamepad_7592530ea0ace784d599615186f67a5a.bundle,exported_icons\Texture2D\Gamepad.png,-5461799108237343755,256,256
Texture2D,GasCutter,itemsgroup_assets_lootgascutter_90cab5907dfc83c5024bcf7400ea15eb.bundle,exported_icons\Texture2D\GasCutter.png,5287398465517160402,256,256
Texture2D,GasLighter,itemsgroup_assets_lootgaslighter_fbf5fb81fdd1b2ac8dbb0ec7c37f9488.bundle,exported_icons\Texture2D\GasLighter.png,8077476462640504726,256,256
Texture2D,GasMask,itemsgroup_assets_lootgasmask_19c4d5837c6bb8e70a02924f2de31bd5.bundle,exported_icons\Texture2D\GasMask.png,5222893138201523721,256,256
Texture2D,HighQualityMetal_AlphaGloss,itemsgroup_assets_lootgoldbullion_e977331ba68c4b34ef355a78a191df43.bundle,exported_icons\Texture2D\HighQualityMetal_AlphaGloss.png,-8879438205694661125,256,256
Texture2D,HighQualityMetal_04_AlphaGloss,itemsgroup_assets_lootgoldbullion_e977331ba68c4b34ef355a78a191df43.bundle,exported_icons\Texture2D\HighQualityMetal_04_AlphaGloss.png,-7828903205496095690,256,256
Texture2D,HighQualityMetal_03_AlphaGloss,itemsgroup_assets_lootgoldbullion_e977331ba68c4b34ef355a78a191df43.bundle,exported_icons\Texture2D\HighQualityMetal_03_AlphaGloss.png,-2372173935446756331,256,256
